geoid,name,median
13115,"Floyd County, Georgia",46367
18055,"Greene County, Indiana",49177
31125,"Nance County, Nebraska",45833
06027,"Inyo County, California",52874
40009,"Beckham County, Oklahoma",48725
45047,"Greenwood County, South Carolina",40982
21187,"Owen County, Kentucky",45338
22001,"Acadia Parish, Louisiana",41177
15009,"Maui County, Hawaii",77117
31095,"Jefferson County, Nebraska",43295
39067,"Harrison County, Ohio",48462
42117,"Tioga County, Pennsylvania",50667
29061,"Daviess County, Missouri",50380
20079,"Harvey County, Kansas",56051
54091,"Taylor County, West Virginia",47205
47005,"Benton County, Tennessee",33125
28137,"Tate County, Mississippi",51056
45059,"Laurens County, South Carolina",41578
13047,"Catoosa County, Georgia",55125
31005,"Arthur County, Nebraska",43854
28119,"Quitman County, Mississippi",25510
35033,"Mora County, New Mexico",26968
45065,"McCormick County, South Carolina",42262
26143,"Roscommon County, Michigan",40302
16025,"Camas County, Idaho",38393
17143,"Peoria County, Illinois",54770
18051,"Gibson County, Indiana",52620
12037,"Franklin County, Florida",42855
29053,"Cooper County, Missouri",48750
47183,"Weakley County, Tennessee",38566
46039,"Deuel County, South Dakota",57930
47077,"Henderson County, Tennessee",42430
18091,"LaPorte County, Indiana",51101
28061,"Jasper County, Mississippi",35931
08089,"Otero County, Colorado",34136
45051,"Horry County, South Carolina",48279
46097,"Miner County, South Dakota",51394
20187,"Stanton County, Kansas",46726
37157,"Rockingham County, North Carolina",42490
39017,"Butler County, Ohio",63358
28123,"Scott County, Mississippi",33735
17027,"Clinton County, Illinois",65010
40135,"Sequoyah County, Oklahoma",38328
48399,"Runnels County, Texas",41732
29185,"St. Clair County, Missouri",38470
48493,"Wilson County, Texas",72445
29151,"Osage County, Missouri",58476
46015,"Brule County, South Dakota",50839
47135,"Perry County, Tennessee",34634
13143,"Haralson County, Georgia",46353
48431,"Sterling County, Texas",59286
20095,"Kingman County, Kansas",58483
38051,"McIntosh County, North Dakota",50739
21053,"Clinton County, Kentucky",31115
51025,"Brunswick County, Virginia",41927
12065,"Jefferson County, Florida",48173
55085,"Oneida County, Wisconsin",54198
45009,"Bamberg County, South Carolina",32229
27141,"Sherburne County, Minnesota",85818
48355,"Nueces County, Texas",55048
19045,"Clinton County, Iowa",50156
30041,"Hill County, Montana",47141
13165,"Jenkins County, Georgia",27311
51147,"Prince Edward County, Virginia",46189
06019,"Fresno County, California",51261
37109,"Lincoln County, North Carolina",53318
38029,"Emmons County, North Dakota",51029
51051,"Dickenson County, Virginia",29226
40103,"Noble County, Oklahoma",53253
18161,"Union County, Indiana",48227
01069,"Houston County, Alabama",45496
28093,"Marshall County, Mississippi",41572
38003,"Barnes County, North Dakota",57064
47155,"Sevier County, Tennessee",45943
48039,"Brazoria County, Texas",79270
08095,"Phillips County, Colorado",50724
47063,"Hamblen County, Tennessee",42589
29207,"Stoddard County, Missouri",40567
12035,"Flagler County, Florida",53872
17059,"Gallatin County, Illinois",42500
05101,"Newton County, Arkansas",39896
33017,"Strafford County, New Hampshire",70650
47111,"Macon County, Tennessee",36246
48183,"Gregg County, Texas",49287
40037,"Creek County, Oklahoma",49578
55049,"Iowa County, Wisconsin",62785
40109,"Oklahoma County, Oklahoma",52855
29179,"Reynolds County, Missouri",40929
53027,"Grays Harbor County, Washington",47770
48503,"Young County, Texas",47194
12111,"St. Lucie County, Florida",49373
39127,"Perry County, Ohio",48811
29125,"Maries County, Missouri",44436
08115,"Sedgwick County, Colorado",45188
16061,"Lewis County, Idaho",41326
16039,"Elmore County, Idaho",46715
39053,"Gallia County, Ohio",42113
19067,"Floyd County, Iowa",48110
42037,"Columbia County, Pennsylvania",49889
41031,"Jefferson County, Oregon",50339
31045,"Dawes County, Nebraska",51748
06107,"Tulare County, California",47518
49017,"Garfield County, Utah",52337
01049,"DeKalb County, Alabama",39233
13303,"Washington County, Georgia",38092
28065,"Jefferson Davis County, Mississippi",30083
26071,"Iron County, Michigan",38918
34039,"Union County, New Jersey",77095
47017,"Carroll County, Tennessee",40810
55003,"Ashland County, Wisconsin",43861
29153,"Ozark County, Missouri",32601
42119,"Union County, Pennsylvania",56026
13249,"Schley County, Georgia",41276
51145,"Powhatan County, Virginia",83914
42019,"Butler County, Pennsylvania",68472
22103,"St. Tammany Parish, Louisiana",67706
06085,"Santa Clara County, California",116178
36017,"Chenango County, New York",50595
30083,"Richland County, Montana",67272
48337,"Montague County, Texas",51774
19185,"Wayne County, Iowa",45017
26007,"Alpena County, Michigan",41991
08005,"Arapahoe County, Colorado",73925
17129,"Menard County, Illinois",69102
18005,"Bartholomew County, Indiana",59045
13285,"Troup County, Georgia",43850
18019,"Clark County, Indiana",54240
05145,"White County, Arkansas",43822
54023,"Grant County, West Virginia",41071
48109,"Culberson County, Texas",33417
42099,"Perry County, Pennsylvania",62266
54057,"Mineral County, West Virginia",46354
45063,"Lexington County, South Carolina",59593
39057,"Greene County, Ohio",67109
46119,"Sully County, South Dakota",64028
55029,"Door County, Wisconsin",58287
38015,"Burleigh County, North Dakota",69719
30081,"Ravalli County, Montana",48930
36057,"Montgomery County, New York",45837
20101,"Lane County, Kansas",51719
45005,"Allendale County, South Carolina",24560
18175,"Washington County, Indiana",47078
31015,"Boyd County, Nebraska",50729
32007,"Elko County, Nevada",77209
19065,"Fayette County, Iowa",50015
22049,"Jackson Parish, Louisiana",38523
72149,"Villalba Municipio, Puerto Rico",19855
46099,"Minnehaha County, South Dakota",60028
20063,"Gove County, Kansas",48894
24025,"Harford County, Maryland",85942
45067,"Marion County, South Carolina",33046
37193,"Wilkes County, North Carolina",40829
06005,"Amador County, California",61198
38069,"Pierce County, North Dakota",48802
23011,"Kennebec County, Maine",52929
32017,"Lincoln County, Nevada",56414
12101,"Pasco County, Florida",50417
46067,"Hutchinson County, South Dakota",54868
21199,"Pulaski County, Kentucky",37921
26021,"Berrien County, Michigan",49135
29029,"Camden County, Missouri",52087
29111,"Lewis County, Missouri",47764
48263,"Kent County, Texas",45926
51820,"Waynesboro city, Virginia",45738
51510,"Alexandria city, Virginia",96733
19161,"Sac County, Iowa",54958
13129,"Gordon County, Georgia",44313
17193,"White County, Illinois",47773
30061,"Mineral County, Montana",41905
05071,"Johnson County, Arkansas",37170
13195,"Madison County, Georgia",51701
20149,"Pottawatomie County, Kansas",64657
28035,"Forrest County, Mississippi",40675
12005,"Bay County, Florida",51829
16077,"Power County, Idaho",49985
29117,"Livingston County, Missouri",47885
39145,"Scioto County, Ohio",39731
31079,"Hall County, Nebraska",54742
36119,"Westchester County, New York",92758
28135,"Tallahatchie County, Mississippi",30028
50021,"Rutland County, Vermont",54973
54055,"Mercer County, West Virginia",39372
16009,"Benewah County, Idaho",46507
27095,"Mille Lacs County, Minnesota",53888
32013,"Humboldt County, Nevada",70373
05141,"Van Buren County, Arkansas",36897
41007,"Clatsop County, Oregon",52583
48327,"Menard County, Texas",40606
45023,"Chester County, South Carolina",40080
16027,"Canyon County, Idaho",49143
19079,"Hamilton County, Iowa",56273
45069,"Marlboro County, South Carolina",34203
39117,"Morrow County, Ohio",56010
48323,"Maverick County, Texas",38035
12047,"Hamilton County, Florida",34583
30057,"Madison County, Montana",50247
36069,"Ontario County, New York",63359
21181,"Nicholas County, Kentucky",41354
29145,"Newton County, Missouri",49023
48301,"Loving County, Texas",81875
28047,"Harrison County, Mississippi",45566
56007,"Carbon County, Wyoming",60206
17029,"Coles County, Illinois",44071
48485,"Wichita County, Texas",46575
20183,"Smith County, Kansas",43438
40003,"Alfalfa County, Oklahoma",59569
51179,"Stafford County, Virginia",106773
37113,"Macon County, North Carolina",43597
51037,"Charlotte County, Virginia",39212
46093,"Meade County, South Dakota",59218
13235,"Pulaski County, Georgia",38770
29225,"Webster County, Missouri",47421
55107,"Rusk County, Wisconsin",44302
20049,"Elk County, Kansas",38494
28107,"Panola County, Mississippi",36563
28149,"Warren County, Mississippi",43039
27091,"Martin County, Minnesota",53915
18159,"Tipton County, Indiana",55479
22079,"Rapides Parish, Louisiana",44852
51630,"Fredericksburg city, Virginia",63274
72023,"Cabo Rojo Municipio, Puerto Rico",16080
09001,"Fairfield County, Connecticut",92969
19097,"Jackson County, Iowa",54070
05097,"Montgomery County, Arkansas",37855
48433,"Stonewall County, Texas",48000
13253,"Seminole County, Georgia",34338
45037,"Edgefield County, South Carolina",49200
46115,"Spink County, South Dakota",52729
36029,"Erie County, New York",55673
40141,"Tillman County, Oklahoma",40462
41067,"Washington County, Oregon",78010
41049,"Morrow County, Oregon",55440
47187,"Williamson County, Tennessee",109026
17071,"Henderson County, Illinois",52712
28079,"Leake County, Mississippi",33482
29045,"Clark County, Missouri",47955
54033,"Harrison County, West Virginia",50433
47103,"Lincoln County, Tennessee",45736
06115,"Yuba County, California",52624
51191,"Washington County, Virginia",46262
39123,"Ottawa County, Ohio",57918
47041,"DeKalb County, Tennessee",44134
17191,"Wayne County, Illinois",49764
12131,"Walton County, Florida",53785
36049,"Lewis County, New York",52380
22053,"Jefferson Davis Parish, Louisiana",39653
29223,"Wayne County, Missouri",34391
08113,"San Miguel County, Colorado",64478
06017,"El Dorado County, California",80582
55137,"Waushara County, Wisconsin",51195
47123,"Monroe County, Tennessee",38327
17137,"Morgan County, Illinois",48508
48277,"Lamar County, Texas",43562
29149,"Oregon County, Missouri",32534
55111,"Sauk County, Wisconsin",56732
48189,"Hale County, Texas",47080
21025,"Breathitt County, Kentucky",26376
41047,"Marion County, Oregon",56097
23013,"Knox County, Maine",55402
36107,"Tioga County, New York",60736
56001,"Albany County, Wyoming",46865
46013,"Brown County, South Dakota",56455
22007,"Assumption Parish, Louisiana",44744
13025,"Brantley County, Georgia",37031
29097,"Jasper County, Missouri",46929
30091,"Sheridan County, Montana",54321
26145,"Saginaw County, Michigan",46919
13245,"Richmond County, Georgia",40644
08091,"Ouray County, Colorado",62230
13131,"Grady County, Georgia",42348
55005,"Barron County, Wisconsin",50903
25003,"Berkshire County, Massachusetts",56674
18059,"Hancock County, Indiana",73142
06077,"San Joaquin County, California",61145
31063,"Frontier County, Nebraska",51855
30099,"Teton County, Montana",51862
54037,"Jefferson County, West Virginia",76503
31091,"Hooker County, Nebraska",39115
37065,"Edgecombe County, North Carolina",35516
40153,"Woodward County, Oklahoma",58706
18135,"Randolph County, Indiana",45601
55135,"Waupaca County, Wisconsin",57680
48475,"Ward County, Texas",64630
08007,"Archuleta County, Colorado",50753
53071,"Walla Walla County, Washington",56533
39033,"Crawford County, Ohio",42892
29121,"Macon County, Missouri",40007
05017,"Chicot County, Arkansas",33051
05149,"Yell County, Arkansas",42361
38017,"Cass County, North Dakota",62031
48103,"Crane County, Texas",70398
72071,"Isabela Municipio, Puerto Rico",16748
22089,"St. Charles Parish, Louisiana",66620
26015,"Barry County, Michigan",61016
12061,"Indian River County, Florida",52336
05121,"Randolph County, Arkansas",36870
19119,"Lyon County, Iowa",64352
27099,"Mower County, Minnesota",53665
41019,"Douglas County, Oregon",45812
46021,"Campbell County, South Dakota",52500
06101,"Sutter County, California",56955
09013,"Tolland County, Connecticut",84916
18023,"Clinton County, Indiana",52488
37047,"Columbus County, North Carolina",36398
56011,"Crook County, Wyoming",64055
48217,"Hill County, Texas",48823
19187,"Webster County, Iowa",44261
06079,"San Luis Obispo County, California",70699
17045,"Edgar County, Illinois",51109
26165,"Wexford County, Michigan",44166
46087,"McCook County, South Dakota",62234
53077,"Yakima County, Washington",49871
27119,"Polk County, Minnesota",57151
47169,"Trousdale County, Tennessee",52864
24017,"Charles County, Maryland",95924
17017,"Cass County, Illinois",51997
18033,"DeKalb County, Indiana",53808
72145,"Vega Baja Municipio, Puerto Rico",19096
01041,"Crenshaw County, Alabama",39812
27039,"Dodge County, Minnesota",71669
54029,"Hancock County, West Virginia",45580
51077,"Grayson County, Virginia",33969
17113,"McLean County, Illinois",65813
48155,"Foard County, Texas",46354
12103,"Pinellas County, Florida",51454
47071,"Hardin County, Tennessee",39798
21175,"Morgan County, Kentucky",34419
17047,"Edwards County, Illinois",49766
37045,"Cleveland County, North Carolina",40393
36075,"Oswego County, New York",53597
54021,"Gilmer County, West Virginia",35810
13231,"Pike County, Georgia",58765
55011,"Buffalo County, Wisconsin",57134
16035,"Clearwater County, Idaho",42348
55053,"Jackson County, Wisconsin",52984
13213,"Murray County, Georgia",45238
51069,"Frederick County, Virginia",73250
54031,"Hardy County, West Virginia",47186
72153,"Yauco Municipio, Puerto Rico",14954
46055,"Haakon County, South Dakota",37420
20039,"Decatur County, Kansas",44104
41011,"Coos County, Oregon",43308
21095,"Harlan County, Kentucky",26324
01031,"Coffee County, Alabama",53155
09003,"Hartford County, Connecticut",72321
37195,"Wilson County, North Carolina",42850
51670,"Hopewell city, Virginia",40497
42017,"Bucks County, Pennsylvania",86055
21223,"Trimble County, Kentucky",47470
36067,"Onondaga County, New York",59225
40057,"Harmon County, Oklahoma",41607
51015,"Augusta County, Virginia",61305
39013,"Belmont County, Ohio",49361
55087,"Outagamie County, Wisconsin",63536
29181,"Ripley County, Missouri",33343
37111,"McDowell County, North Carolina",40913
47025,"Claiborne County, Tennessee",36077
31089,"Holt County, Nebraska",57468
13305,"Wayne County, Georgia",44869
50005,"Caledonia County, Vermont",49348
45031,"Darlington County, South Carolina",36254
29007,"Audrain County, Missouri",43761
37161,"Rutherford County, North Carolina",40347
38095,"Towner County, North Dakota",53696
31083,"Harlan County, Nebraska",50344
05069,"Jefferson County, Arkansas",38289
22123,"West Carroll Parish, Louisiana",36528
22059,"LaSalle Parish, Louisiana",36868
37069,"Franklin County, North Carolina",53175
55101,"Racine County, Wisconsin",59749
13087,"Decatur County, Georgia",39148
18083,"Knox County, Indiana",46457
48445,"Terry County, Texas",44975
21069,"Fleming County, Kentucky",42213
12071,"Lee County, Florida",54691
31021,"Burt County, Nebraska",51482
46081,"Lawrence County, South Dakota",52245
25025,"Suffolk County, Massachusetts",64582
48245,"Jefferson County, Texas",48463
21059,"Daviess County, Kentucky",49836
28109,"Pearl River County, Mississippi",45820
42035,"Clinton County, Pennsylvania",49234
31075,"Grant County, Nebraska",39479
39149,"Shelby County, Ohio",61042
40019,"Carter County, Oklahoma",49216
49011,"Davis County, Utah",79690
01057,"Fayette County, Alabama",37458
29073,"Gasconade County, Missouri",53439
13017,"Ben Hill County, Georgia",32705
12015,"Charlotte County, Florida",49225
27059,"Isanti County, Minnesota",72473
48291,"Liberty County, Texas",49850
51840,"Winchester city, Virginia",53797
01081,"Lee County, Alabama",48056
04005,"Coconino County, Arizona",57616
40123,"Pontotoc County, Oklahoma",49235
51023,"Botetourt County, Virginia",68410
08063,"Kit Carson County, Colorado",51046
37095,"Hyde County, North Carolina",45466
05037,"Cross County, Arkansas",43838
38079,"Rolette County, North Dakota",39884
21225,"Union County, Kentucky",42844
01095,"Marshall County, Alabama",42490
23017,"Oxford County, Maine",47275
51009,"Amherst County, Virginia",49170
29143,"New Madrid County, Missouri",35399
31093,"Howard County, Nebraska",54399
48239,"Jackson County, Texas",60276
20155,"Reno County, Kansas",49174
50015,"Lamoille County, Vermont",60365
46043,"Douglas County, South Dakota",57419
16003,"Adams County, Idaho",45319
20115,"Marion County, Kansas",51262
29035,"Carter County, Missouri",39415
40099,"Murray County, Oklahoma",51490
22093,"St. James Parish, Louisiana",50661
48199,"Hardin County, Texas",59105
51171,"Shenandoah County, Virginia",54921
19083,"Hardin County, Iowa",53872
35057,"Torrance County, New Mexico",37218
22035,"East Carroll Parish, Louisiana",21161
51085,"Hanover County, Virginia",88652
13263,"Talbot County, Georgia",36213
21085,"Grayson County, Kentucky",37906
19005,"Allamakee County, Iowa",51057
28069,"Kemper County, Mississippi",28176
26115,"Monroe County, Michigan",61514
47021,"Cheatham County, Tennessee",58641
53003,"Asotin County, Washington",50423
21103,"Henry County, Kentucky",51447
21015,"Boone County, Kentucky",75043
20193,"Thomas County, Kansas",57478
18093,"Lawrence County, Indiana",52092
54089,"Summers County, West Virginia",36049
05043,"Drew County, Arkansas",43014
48253,"Jones County, Texas",45694
20073,"Greenwood County, Kansas",42595
37181,"Vance County, North Carolina",37282
40051,"Grady County, Oklahoma",58177
18131,"Pulaski County, Indiana",48370
40147,"Washington County, Oklahoma",52103
29217,"Vernon County, Missouri",43379
39083,"Knox County, Ohio",55131
39021,"Champaign County, Ohio",57103
20145,"Pawnee County, Kansas",42853
31123,"Morrill County, Nebraska",45121
38085,"Sioux County, North Dakota",40862
18111,"Newton County, Indiana",53146
47001,"Anderson County, Tennessee",49376
21019,"Boyd County, Kentucky",46165
47065,"Hamilton County, Tennessee",53035
36081,"Queens County, New York",64987
18025,"Crawford County, Indiana",43875
51161,"Roanoke County, Virginia",65467
05047,"Franklin County, Arkansas",39463
48005,"Angelina County, Texas",47714
13019,"Berrien County, Georgia",37163
40023,"Choctaw County, Oklahoma",32129
42095,"Northampton County, Pennsylvania",67565
21235,"Whitley County, Kentucky",36897
19035,"Cherokee County, Iowa",54658
21139,"Livingston County, Kentucky",46076
47031,"Coffee County, Tennessee",47998
29205,"Shelby County, Missouri",44051
72091,"Manatï¿½ Municipio, Puerto Rico",19459
21161,"Mason County, Kentucky",41415
27077,"Lake of the Woods County, Minnesota",49068
55043,"Grant County, Wisconsin",52958
72127,"San Juan Municipio, Puerto Rico",22146
26103,"Marquette County, Michigan",50771
47037,"Davidson County, Tennessee",56507
27065,"Kanabec County, Minnesota",53300
19011,"Benton County, Iowa",65475
51640,"Galax city, Virginia",31938
18103,"Miami County, Indiana",47460
21229,"Washington County, Kentucky",50794
18081,"Johnson County, Indiana",68712
37175,"Transylvania County, North Carolina",46629
27171,"Wright County, Minnesota",81881
22125,"West Feliciana Parish, Louisiana",55510
01115,"St. Clair County, Alabama",54887
55059,"Kenosha County, Wisconsin",60929
72001,"Adjuntas Municipio, Puerto Rico",12902
55078,"Menominee County, Wisconsin",43872
27129,"Renville County, Minnesota",57886
34037,"Sussex County, New Jersey",90520
35025,"Lea County, New Mexico",59797
47059,"Greene County, Tennessee",40138
48421,"Sherman County, Texas",56576
20075,"Hamilton County, Kansas",45000
55097,"Portage County, Wisconsin",57368
26043,"Dickinson County, Michigan",48966
13133,"Greene County, Georgia",49755
39041,"Delaware County, Ohio",104322
18097,"Marion County, Indiana",46692
30053,"Lincoln County, Montana",38287
51169,"Scott County, Virginia",39144
42109,"Snyder County, Pennsylvania",57638
41063,"Wallowa County, Oregon",44953
48331,"Milam County, Texas",47081
54109,"Wyoming County, West Virginia",40045
48375,"Potter County, Texas",43157
54069,"Ohio County, West Virginia",48418
01015,"Calhoun County, Alabama",45197
48197,"Hardeman County, Texas",42238
55009,"Brown County, Wisconsin",59963
49043,"Summit County, Utah",100453
51117,"Mecklenburg County, Virginia",42025
18137,"Ripley County, Indiana",56295
41051,"Multnomah County, Oregon",64337
29075,"Gentry County, Missouri",42689
05005,"Baxter County, Arkansas",41481
53039,"Klickitat County, Washington",54056
72123,"Salinas Municipio, Puerto Rico",16887
20041,"Dickinson County, Kansas",48167
29163,"Pike County, Missouri",45753
19007,"Appanoose County, Iowa",41111
06065,"Riverside County, California",63948
19141,"O'Brien County, Iowa",53045
39097,"Madison County, Ohio",65264
37083,"Halifax County, North Carolina",34251
27115,"Pine County, Minnesota",49138
45045,"Greenville County, South Carolina",56789
19107,"Keokuk County, Iowa",51043
48119,"Delta County, Texas",46138
38039,"Griggs County, North Dakota",52794
20123,"Mitchell County, Kansas",45221
02060,"Bristol Bay Borough, Alaska",84688
42021,"Cambria County, Pennsylvania",45901
48359,"Oldham County, Texas",63315
37173,"Swain County, North Carolina",36773
39089,"Licking County, Ohio",62715
12011,"Broward County, Florida",57333
27029,"Clearwater County, Minnesota",46291
28043,"Grenada County, Mississippi",36877
28077,"Lawrence County, Mississippi",42290
51097,"King and Queen County, Virginia",54516
13065,"Clinch County, Georgia",25236
51600,"Fairfax city, Virginia",111574
29103,"Knox County, Missouri",40383
17081,"Jefferson County, Illinois",47617
51830,"Williamsburg city, Virginia",56163
56033,"Sheridan County, Wyoming",58521
45075,"Orangeburg County, South Carolina",36188
13137,"Habersham County, Georgia",49140
53061,"Snohomish County, Washington",82751
48347,"Nacogdoches County, Texas",43598
13209,"Montgomery County, Georgia",40728
31029,"Chase County, Nebraska",55833
48075,"Childress County, Texas",40794
08079,"Mineral County, Colorado",61058
29123,"Madison County, Missouri",41322
54015,"Clay County, West Virginia",35875
39091,"Logan County, Ohio",55150
56003,"Big Horn County, Wyoming",53435
18125,"Pike County, Indiana",52527
22027,"Claiborne Parish, Louisiana",27303
48285,"Lavaca County, Texas",53021
29027,"Callaway County, Missouri",55376
06049,"Modoc County, California",45149
18145,"Shelby County, Indiana",59214
53053,"Pierce County, Washington",67868
27137,"St. Louis County, Minnesota",53344
05007,"Benton County, Arkansas",64141
42071,"Lancaster County, Pennsylvania",63823
08023,"Costilla County, Colorado",30593
22057,"Lafourche Parish, Louisiana",53089
72049,"Culebra Municipio, Puerto Rico",23802
42083,"McKean County, Pennsylvania",46953
47015,"Cannon County, Tennessee",49523
21051,"Clay County, Kentucky",26250
13297,"Walton County, Georgia",58370
36099,"Seneca County, New York",54695
06097,"Sonoma County, California",76753
38071,"Ramsey County, North Dakota",57313
48049,"Brown County, Texas",45457
48177,"Gonzales County, Texas",53006
38031,"Foster County, North Dakota",60613
30095,"Stillwater County, Montana",63785
36023,"Cortland County, New York",54489
72097,"Mayagï¿½ez Municipio, Puerto Rico",14120
13049,"Charlton County, Georgia",40283
05123,"St. Francis County, Arkansas",35356
12031,"Duval County, Florida",53473
30049,"Lewis and Clark County, Montana",62130
29039,"Cedar County, Missouri",39412
02164,"Lake and Peninsula Borough, Alaska",46406
48229,"Hudspeth County, Texas",29318
21039,"Carlisle County, Kentucky",39664
21145,"McCracken County, Kentucky",44486
19021,"Buena Vista County, Iowa",54556
48029,"Bexar County, Texas",55456
22083,"Richland Parish, Louisiana",34422
26045,"Eaton County, Michigan",62474
27173,"Yellow Medicine County, Minnesota",56943
42015,"Bradford County, Pennsylvania",51457
35021,"Harding County, New Mexico",30875
13317,"Wilkes County, Georgia",35106
19001,"Adair County, Iowa",51859
13187,"Lumpkin County, Georgia",47488
51083,"Halifax County, Virginia",42289
40113,"Osage County, Oklahoma",47789
22121,"West Baton Rouge Parish, Louisiana",60908
36101,"Steuben County, New York",51789
40055,"Greer County, Oklahoma",38322
36051,"Livingston County, New York",56071
48257,"Kaufman County, Texas",65390
39161,"Van Wert County, Ohio",52754
26161,"Washtenaw County, Michigan",69434
28089,"Madison County, Mississippi",71690
47011,"Bradley County, Tennessee",48140
20085,"Jackson County, Kansas",55904
21183,"Ohio County, Kentucky",42826
26073,"Isabella County, Michigan",44408
18107,"Montgomery County, Indiana",53610
46073,"Jerauld County, South Dakota",49519
54083,"Randolph County, West Virginia",41094
40047,"Garfield County, Oklahoma",51332
29175,"Randolph County, Missouri",46610
27041,"Douglas County, Minnesota",60676
50027,"Windsor County, Vermont",58303
13015,"Bartow County, Georgia",55452
05107,"Phillips County, Arkansas",29263
06013,"Contra Costa County, California",93712
40067,"Jefferson County, Oklahoma",37319
12123,"Taylor County, Florida",36934
19095,"Iowa County, Iowa",58570
28095,"Monroe County, Mississippi",40940
17147,"Piatt County, Illinois",69271
26125,"Oakland County, Michigan",76387
29065,"Dent County, Missouri",39916
06087,"Santa Cruz County, California",78041
31127,"Nemaha County, Nebraska",51922
27009,"Benton County, Minnesota",56357
37179,"Union County, North Carolina",75397
39125,"Paulding County, Ohio",51933
27155,"Traverse County, Minnesota",48784
48497,"Wise County, Texas",61709
18181,"White County, Indiana",55086
48211,"Hemphill County, Texas",63778
18017,"Cass County, Indiana",47545
39069,"Henry County, Ohio",59083
20179,"Sheridan County, Kansas",56071
20027,"Clay County, Kansas",56186
23023,"Sagadahoc County, Maine",62131
40005,"Atoka County, Oklahoma",38821
72115,"Quebradillas Municipio, Puerto Rico",16630
72113,"Ponce Municipio, Puerto Rico",17173
34007,"Camden County, New Jersey",67118
51093,"Isle of Wight County, Virginia",71376
72083,"Las Marï¿½as Municipio, Puerto Rico",13435
48381,"Randall County, Texas",67397
72147,"Vieques Municipio, Puerto Rico",15539
72029,"Canï¿½vanas Municipio, Puerto Rico",20673
41041,"Lincoln County, Oregon",46061
22063,"Livingston Parish, Louisiana",63159
54051,"Marshall County, West Virginia",43918
54017,"Doddridge County, West Virginia",46449
05117,"Prairie County, Arkansas",41846
48265,"Kerr County, Texas",52473
39023,"Clark County, Ohio",48502
44001,"Bristol County, Rhode Island",75578
26095,"Luce County, Michigan",42255
12001,"Alachua County, Florida",49078
53001,"Adams County, Washington",49142
31073,"Gosper County, Nebraska",62545
42081,"Lycoming County, Pennsylvania",52407
31049,"Deuel County, Nebraska",48500
21189,"Owsley County, Kentucky",25530
39061,"Hamilton County, Ohio",54976
51650,"Hampton city, Virginia",54550
72031,"Carolina Municipio, Puerto Rico",29434
35011,"De Baca County, New Mexico",31028
35009,"Curry County, New Mexico",46182
48411,"San Saba County, Texas",44698
13109,"Evans County, Georgia",39701
22087,"St. Bernard Parish, Louisiana",46011
28053,"Humphreys County, Mississippi",28507
48473,"Waller County, Texas",57654
40039,"Custer County, Oklahoma",48884
55091,"Pepin County, Wisconsin",53140
37097,"Iredell County, North Carolina",58198
37021,"Buncombe County, North Carolina",50668
31151,"Saline County, Nebraska",51143
20163,"Rooks County, Kansas",50511
22111,"Union Parish, Louisiana",43083
40081,"Lincoln County, Oklahoma",49362
29063,"DeKalb County, Missouri",50000
56029,"Park County, Wyoming",62666
48427,"Starr County, Texas",29294
56025,"Natrona County, Wyoming",60550
26061,"Houghton County, Michigan",42852
54107,"Wood County, West Virginia",45958
30051,"Liberty County, Montana",47419
31159,"Seward County, Nebraska",67591
18069,"Huntington County, Indiana",52208
35003,"Catron County, New Mexico",42480
12085,"Martin County, Florida",57959
46105,"Perkins County, South Dakota",56850
50003,"Bennington County, Vermont",53040
16067,"Minidoka County, Idaho",50663
21201,"Robertson County, Kentucky",38864
27131,"Rice County, Minnesota",65758
55121,"Trempealeau County, Wisconsin",55865
72019,"Barranquitas Municipio, Puerto Rico",15970
46053,"Gregory County, South Dakota",44479
42041,"Cumberland County, Pennsylvania",68895
06083,"Santa Barbara County, California",71657
31131,"Otoe County, Nebraska",54828
25007,"Dukes County, Massachusetts",71224
48489,"Willacy County, Texas",29944
18099,"Marshall County, Indiana",54229
41017,"Deschutes County, Oregon",63680
38025,"Dunn County, North Dakota",70500
31161,"Sheridan County, Nebraska",41719
26085,"Lake County, Michigan",34631
08021,"Conejos County, Colorado",34746
16005,"Bannock County, Idaho",49739
28139,"Tippah County, Mississippi",39839
48201,"Harris County, Texas",60146
12019,"Clay County, Florida",62653
08101,"Pueblo County, Colorado",44634
13031,"Bulloch County, Georgia",41789
18003,"Allen County, Indiana",53402
01105,"Perry County, Alabama",23561
35029,"Luna County, New Mexico",27377
48311,"McMullen County, Texas",68750
54071,"Pendleton County, West Virginia",41210
48067,"Cass County, Texas",45345
38045,"LaMoure County, North Dakota",59426
72065,"Hatillo Municipio, Puerto Rico",17201
36117,"Wayne County, New York",55765
56017,"Hot Springs County, Wyoming",51875
39081,"Jefferson County, Ohio",44819
21211,"Shelby County, Kentucky",64240
51101,"King William County, Virginia",68720
13145,"Harris County, Georgia",74261
39109,"Miami County, Ohio",57544
41071,"Yamhill County, Oregon",59484
29087,"Holt County, Missouri",45610
22109,"Terrebonne Parish, Louisiana",48866
16037,"Custer County, Idaho",39957
18149,"Starke County, Indiana",48895
40093,"Major County, Oklahoma",54118
27113,"Pennington County, Minnesota",59036
72027,"Camuy Municipio, Puerto Rico",16831
05111,"Poinsett County, Arkansas",39277
02185,"North Slope Borough, Alaska",75431
20209,"Wyandotte County, Kansas",44873
34027,"Morris County, New Jersey",111316
