STATE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
TN,1,Minimal,2018-11-24,47,2018-19
HI,1,Minimal,2018-11-24,47,2018-19
IL,2,Minimal,2018-11-24,47,2018-19
ND,1,Minimal,2018-11-24,47,2018-19
CO,4,Low,2018-11-24,47,2018-19
PR,6,Moderate,2018-11-24,47,2018-19
KY,1,Minimal,2018-11-24,47,2018-19
PA,3,Minimal,2018-11-24,47,2018-19
MI,2,Minimal,2018-11-24,47,2018-19
ME,1,Minimal,2018-11-24,47,2018-19
AR,4,Low,2018-11-24,47,2018-19
NH,1,Minimal,2018-11-24,47,2018-19
NV,2,Minimal,2018-11-24,47,2018-19
MS,4,Low,2018-11-24,47,2018-19
KS,2,Minimal,2018-11-24,47,2018-19
OH,1,Minimal,2018-11-24,47,2018-19
AK,2,Minimal,2018-11-24,47,2018-19
CA,2,Minimal,2018-11-24,47,2018-19
OR,2,Minimal,2018-11-24,47,2018-19
MN,2,Minimal,2018-11-24,47,2018-19
NY,2,Minimal,2018-11-24,47,2018-19
WV,1,Minimal,2018-11-24,47,2018-19
NM,1,Minimal,2018-11-24,47,2018-19
VA,5,Low,2018-11-24,47,2018-19
NE,2,Minimal,2018-11-24,47,2018-19
IA,1,Minimal,2018-11-24,47,2018-19
UT,5,Low,2018-11-24,47,2018-19
AL,6,Moderate,2018-11-24,47,2018-19
WA,1,Minimal,2018-11-24,47,2018-19
NJ,5,Low,2018-11-24,47,2018-19
AZ,3,Minimal,2018-11-24,47,2018-19
RI,1,Minimal,2018-11-24,47,2018-19
VT,1,Minimal,2018-11-24,47,2018-19
DC,3,Minimal,2018-11-24,47,2018-19
WY,1,Minimal,2018-11-24,47,2018-19
OK,7,Moderate,2018-11-24,47,2018-19
LA,9,High,2018-11-24,47,2018-19
MD,1,Minimal,2018-11-24,47,2018-19
WI,3,Minimal,2018-11-24,47,2018-19
IN,2,Minimal,2018-11-24,47,2018-19
VA,5,Low,2018-12-01,48,2018-19
KS,2,Minimal,2018-12-01,48,2018-19
AR,2,Minimal,2018-12-01,48,2018-19
DE,1,Minimal,2018-12-01,48,2018-19
GA,8,High,2018-12-01,48,2018-19
NM,2,Minimal,2018-12-01,48,2018-19
NE,1,Minimal,2018-12-01,48,2018-19
TN,1,Minimal,2018-12-01,48,2018-19
LA,9,High,2018-12-01,48,2018-19
TX,3,Minimal,2018-12-01,48,2018-19
KY,1,Minimal,2018-12-01,48,2018-19
MN,3,Minimal,2018-12-01,48,2018-19
WY,1,Minimal,2018-12-01,48,2018-19
OK,3,Minimal,2018-12-01,48,2018-19
WI,3,Minimal,2018-12-01,48,2018-19
WA,1,Minimal,2018-12-01,48,2018-19
OR,2,Minimal,2018-12-01,48,2018-19
ME,1,Minimal,2018-12-01,48,2018-19
PA,3,Minimal,2018-12-01,48,2018-19
MI,1,Minimal,2018-12-01,48,2018-19
ND,1,Minimal,2018-12-01,48,2018-19
AL,6,Moderate,2018-12-01,48,2018-19
UT,4,Low,2018-12-01,48,2018-19
NJ,4,Low,2018-12-01,48,2018-19
RI,1,Minimal,2018-12-01,48,2018-19
AK,1,Minimal,2018-12-01,48,2018-19
CT,2,Minimal,2018-12-01,48,2018-19
VT,1,Minimal,2018-12-01,48,2018-19
AZ,4,Low,2018-12-01,48,2018-19
MD,1,Minimal,2018-12-01,48,2018-19
IL,2,Minimal,2018-12-01,48,2018-19
CO,6,Moderate,2018-12-01,48,2018-19
SC,6,Moderate,2018-12-01,48,2018-19
NY,2,Minimal,2018-12-01,48,2018-19
MT,1,Minimal,2018-12-01,48,2018-19
NV,2,Minimal,2018-12-01,48,2018-19
PR,3,Minimal,2018-12-01,48,2018-19
HI,1,Minimal,2018-12-01,48,2018-19
MS,4,Low,2018-12-01,48,2018-19
OH,1,Minimal,2018-12-01,48,2018-19
MA,2,Minimal,2018-12-01,48,2018-19
FL,1,Minimal,2018-12-01,48,2018-19
NC,3,Minimal,2018-12-01,48,2018-19
IN,2,Minimal,2018-12-01,48,2018-19
CA,3,Minimal,2018-12-01,48,2018-19
ID,1,Minimal,2018-12-01,48,2018-19
MO,2,Minimal,2018-12-01,48,2018-19
WV,1,Minimal,2018-12-01,48,2018-19
SD,1,Minimal,2018-12-01,48,2018-19
IA,1,Minimal,2018-12-01,48,2018-19
NH,1,Minimal,2018-12-01,48,2018-19
DC,3,Minimal,2018-12-01,48,2018-19
WA,1,Minimal,2018-12-08,49,2018-19
DE,1,Minimal,2018-12-08,49,2018-19
AZ,3,Minimal,2018-12-08,49,2018-19
NE,2,Minimal,2018-12-08,49,2018-19
AR,2,Minimal,2018-12-08,49,2018-19
VA,5,Low,2018-12-08,49,2018-19
WV,1,Minimal,2018-12-08,49,2018-19
CA,3,Minimal,2018-12-08,49,2018-19
NH,1,Minimal,2018-12-08,49,2018-19
CO,7,Moderate,2018-12-08,49,2018-19
NV,2,Minimal,2018-12-08,49,2018-19
AK,1,Minimal,2018-12-08,49,2018-19
UT,4,Low,2018-12-08,49,2018-19
AL,5,Low,2018-12-08,49,2018-19
CT,5,Low,2018-12-08,49,2018-19
WI,2,Minimal,2018-12-08,49,2018-19
MT,1,Minimal,2018-12-08,49,2018-19
TX,3,Minimal,2018-12-08,49,2018-19
VT,1,Minimal,2018-12-08,49,2018-19
HI,1,Minimal,2018-12-08,49,2018-19
SC,5,Low,2018-12-08,49,2018-19
ND,1,Minimal,2018-12-08,49,2018-19
PR,7,Moderate,2018-12-08,49,2018-19
KS,1,Minimal,2018-12-08,49,2018-19
ME,1,Minimal,2018-12-08,49,2018-19
GA,8,High,2018-12-08,49,2018-19
NM,2,Minimal,2018-12-08,49,2018-19
IL,2,Minimal,2018-12-08,49,2018-19
OR,2,Minimal,2018-12-08,49,2018-19
MS,4,Low,2018-12-08,49,2018-19
SD,1,Minimal,2018-12-08,49,2018-19
OK,4,Low,2018-12-08,49,2018-19
OH,1,Minimal,2018-12-08,49,2018-19
KY,1,Minimal,2018-12-08,49,2018-19
NJ,5,Low,2018-12-08,49,2018-19
MD,1,Minimal,2018-12-08,49,2018-19
MO,3,Minimal,2018-12-08,49,2018-19
WY,1,Minimal,2018-12-08,49,2018-19
MN,2,Minimal,2018-12-08,49,2018-19
NY,2,Minimal,2018-12-08,49,2018-19
DC,4,Low,2018-12-08,49,2018-19
LA,7,Moderate,2018-12-08,49,2018-19
IN,2,Minimal,2018-12-08,49,2018-19
MA,2,Minimal,2018-12-08,49,2018-19
ID,1,Minimal,2018-12-08,49,2018-19
MI,1,Minimal,2018-12-08,49,2018-19
RI,1,Minimal,2018-12-08,49,2018-19
TN,1,Minimal,2018-12-08,49,2018-19
IA,1,Minimal,2018-12-08,49,2018-19
FL,2,Minimal,2018-12-08,49,2018-19
NC,3,Minimal,2018-12-08,49,2018-19
PA,3,Minimal,2018-12-08,49,2018-19
ID,1,Minimal,2018-12-15,50,2018-19
NE,3,Minimal,2018-12-15,50,2018-19
OK,5,Low,2018-12-15,50,2018-19
KY,5,Low,2018-12-15,50,2018-19
RI,1,Minimal,2018-12-15,50,2018-19
UT,4,Low,2018-12-15,50,2018-19
AZ,5,Low,2018-12-15,50,2018-19
WA,1,Minimal,2018-12-15,50,2018-19
IA,1,Minimal,2018-12-15,50,2018-19
NM,4,Low,2018-12-15,50,2018-19
NH,1,Minimal,2018-12-15,50,2018-19
MS,4,Low,2018-12-15,50,2018-19
CA,4,Low,2018-12-15,50,2018-19
IN,3,Minimal,2018-12-15,50,2018-19
PA,4,Low,2018-12-15,50,2018-19
VT,2,Minimal,2018-12-15,50,2018-19
NJ,7,Moderate,2018-12-15,50,2018-19
DC,4,Low,2018-12-15,50,2018-19
PR,7,Moderate,2018-12-15,50,2018-19
OR,3,Minimal,2018-12-15,50,2018-19
VA,6,Moderate,2018-12-15,50,2018-19
CO,10,High,2018-12-15,50,2018-19
IL,2,Minimal,2018-12-15,50,2018-19
AR,5,Low,2018-12-15,50,2018-19
WY,2,Minimal,2018-12-15,50,2018-19
KS,3,Minimal,2018-12-15,50,2018-19
LA,7,Moderate,2018-12-15,50,2018-19
SC,7,Moderate,2018-12-15,50,2018-19
ND,1,Minimal,2018-12-15,50,2018-19
WV,2,Minimal,2018-12-15,50,2018-19
NC,4,Low,2018-12-15,50,2018-19
SD,1,Minimal,2018-12-15,50,2018-19
MO,4,Low,2018-12-15,50,2018-19
MD,1,Minimal,2018-12-15,50,2018-19
MA,3,Minimal,2018-12-15,50,2018-19
AK,2,Minimal,2018-12-15,50,2018-19
MT,1,Minimal,2018-12-15,50,2018-19
GA,10,High,2018-12-15,50,2018-19
NV,3,Minimal,2018-12-15,50,2018-19
DE,1,Minimal,2018-12-15,50,2018-19
FL,2,Minimal,2018-12-15,50,2018-19
OH,1,Minimal,2018-12-15,50,2018-19
AL,8,High,2018-12-15,50,2018-19
CT,3,Minimal,2018-12-15,50,2018-19
ME,1,Minimal,2018-12-15,50,2018-19
MN,4,Low,2018-12-15,50,2018-19
HI,1,Minimal,2018-12-15,50,2018-19
MI,2,Minimal,2018-12-15,50,2018-19
WI,3,Minimal,2018-12-15,50,2018-19
TN,2,Minimal,2018-12-15,50,2018-19
TX,5,Low,2018-12-15,50,2018-19
NY,4,Low,2018-12-15,50,2018-19
WI,3,Minimal,2018-12-22,51,2018-19
MA,5,Low,2018-12-22,51,2018-19
IA,1,Minimal,2018-12-22,51,2018-19
WY,1,Minimal,2018-12-22,51,2018-19
IN,7,Moderate,2018-12-22,51,2018-19
PA,5,Low,2018-12-22,51,2018-19
MI,3,Minimal,2018-12-22,51,2018-19
VA,6,Moderate,2018-12-22,51,2018-19
NC,4,Low,2018-12-22,51,2018-19
AR,6,Moderate,2018-12-22,51,2018-19
AL,9,High,2018-12-22,51,2018-19
AZ,5,Low,2018-12-22,51,2018-19
MN,4,Low,2018-12-22,51,2018-19
LA,8,High,2018-12-22,51,2018-19
WA,1,Minimal,2018-12-22,51,2018-19
NV,6,Moderate,2018-12-22,51,2018-19
NE,9,High,2018-12-22,51,2018-19
OH,1,Minimal,2018-12-22,51,2018-19
OR,3,Minimal,2018-12-22,51,2018-19
ME,1,Minimal,2018-12-22,51,2018-19
OK,7,Moderate,2018-12-22,51,2018-19
AK,2,Minimal,2018-12-22,51,2018-19
KS,3,Minimal,2018-12-22,51,2018-19
MD,3,Minimal,2018-12-22,51,2018-19
ND,1,Minimal,2018-12-22,51,2018-19
NM,10,High,2018-12-22,51,2018-19
WV,2,Minimal,2018-12-22,51,2018-19
KY,7,Moderate,2018-12-22,51,2018-19
MS,7,Moderate,2018-12-22,51,2018-19
NY,5,Low,2018-12-22,51,2018-19
TN,1,Minimal,2018-12-22,51,2018-19
NJ,9,High,2018-12-22,51,2018-19
UT,6,Moderate,2018-12-22,51,2018-19
RI,2,Minimal,2018-12-22,51,2018-19
SD,1,Minimal,2018-12-22,51,2018-19
CO,10,High,2018-12-22,51,2018-19
MO,4,Low,2018-12-22,51,2018-19
DE,2,Minimal,2018-12-22,51,2018-19
ID,1,Minimal,2018-12-22,51,2018-19
IL,4,Low,2018-12-22,51,2018-19
PR,9,High,2018-12-22,51,2018-19
FL,3,Minimal,2018-12-22,51,2018-19
CT,4,Low,2018-12-22,51,2018-19
VT,2,Minimal,2018-12-22,51,2018-19
HI,1,Minimal,2018-12-22,51,2018-19
SC,9,High,2018-12-22,51,2018-19
GA,10,High,2018-12-22,51,2018-19
MT,1,Minimal,2018-12-22,51,2018-19
TX,7,Moderate,2018-12-22,51,2018-19
NH,1,Minimal,2018-12-22,51,2018-19
CA,5,Low,2018-12-22,51,2018-19
DC,5,Low,2018-12-22,51,2018-19
ME,2,Minimal,2018-12-29,52,2018-19
ID,3,Minimal,2018-12-29,52,2018-19
KY,10,High,2018-12-29,52,2018-19
MN,6,Moderate,2018-12-29,52,2018-19
WI,4,Low,2018-12-29,52,2018-19
SD,1,Minimal,2018-12-29,52,2018-19
SC,10,High,2018-12-29,52,2018-19
WV,2,Minimal,2018-12-29,52,2018-19
NV,7,Moderate,2018-12-29,52,2018-19
TX,10,High,2018-12-29,52,2018-19
ND,3,Minimal,2018-12-29,52,2018-19
AZ,8,High,2018-12-29,52,2018-19
RI,6,Moderate,2018-12-29,52,2018-19
NE,10,High,2018-12-29,52,2018-19
OH,4,Low,2018-12-29,52,2018-19
MD,4,Low,2018-12-29,52,2018-19
LA,10,High,2018-12-29,52,2018-19
AL,10,High,2018-12-29,52,2018-19
NM,10,High,2018-12-29,52,2018-19
HI,1,Minimal,2018-12-29,52,2018-19
GA,10,High,2018-12-29,52,2018-19
MS,9,High,2018-12-29,52,2018-19
WA,2,Minimal,2018-12-29,52,2018-19
CT,5,Low,2018-12-29,52,2018-19
UT,10,High,2018-12-29,52,2018-19
AK,3,Minimal,2018-12-29,52,2018-19
DE,1,Minimal,2018-12-29,52,2018-19
PR,5,Low,2018-12-29,52,2018-19
TN,5,Low,2018-12-29,52,2018-19
NH,2,Minimal,2018-12-29,52,2018-19
IN,9,High,2018-12-29,52,2018-19
DC,5,Low,2018-12-29,52,2018-19
PA,7,Moderate,2018-12-29,52,2018-19
CA,6,Moderate,2018-12-29,52,2018-19
VT,6,Moderate,2018-12-29,52,2018-19
MI,4,Low,2018-12-29,52,2018-19
IL,7,Moderate,2018-12-29,52,2018-19
NY,7,Moderate,2018-12-29,52,2018-19
IA,4,Low,2018-12-29,52,2018-19
MA,8,High,2018-12-29,52,2018-19
MT,3,Minimal,2018-12-29,52,2018-19
OR,4,Low,2018-12-29,52,2018-19
WY,5,Low,2018-12-29,52,2018-19
CO,10,High,2018-12-29,52,2018-19
NJ,10,High,2018-12-29,52,2018-19
VA,8,High,2018-12-29,52,2018-19
AR,7,Moderate,2018-12-29,52,2018-19
OK,10,High,2018-12-29,52,2018-19
KS,7,Moderate,2018-12-29,52,2018-19
NC,7,Moderate,2018-12-29,52,2018-19
MO,7,Moderate,2018-12-29,52,2018-19
FL,5,Low,2018-12-29,52,2018-19
DE,1,Minimal,2019-01-05,1,2018-19
SC,10,High,2019-01-05,1,2018-19
WI,4,Low,2019-01-05,1,2018-19
NE,10,High,2019-01-05,1,2018-19
TN,5,Low,2019-01-05,1,2018-19
ME,3,Minimal,2019-01-05,1,2018-19
ND,1,Minimal,2019-01-05,1,2018-19
NY,6,Moderate,2019-01-05,1,2018-19
NC,6,Moderate,2019-01-05,1,2018-19
SD,2,Minimal,2019-01-05,1,2018-19
WV,2,Minimal,2019-01-05,1,2018-19
GA,10,High,2019-01-05,1,2018-19
AL,9,High,2019-01-05,1,2018-19
MO,4,Low,2019-01-05,1,2018-19
MA,7,Moderate,2019-01-05,1,2018-19
MD,6,Moderate,2019-01-05,1,2018-19
FL,3,Minimal,2019-01-05,1,2018-19
MI,3,Minimal,2019-01-05,1,2018-19
WA,2,Minimal,2019-01-05,1,2018-19
DC,4,Low,2019-01-05,1,2018-19
NM,10,High,2019-01-05,1,2018-19
MN,5,Low,2019-01-05,1,2018-19
KY,8,High,2019-01-05,1,2018-19
VT,4,Low,2019-01-05,1,2018-19
UT,9,High,2019-01-05,1,2018-19
IA,3,Minimal,2019-01-05,1,2018-19
AK,3,Minimal,2019-01-05,1,2018-19
CO,10,High,2019-01-05,1,2018-19
OR,5,Low,2019-01-05,1,2018-19
KS,6,Moderate,2019-01-05,1,2018-19
AR,4,Low,2019-01-05,1,2018-19
NJ,10,High,2019-01-05,1,2018-19
VA,8,High,2019-01-05,1,2018-19
PR,6,Moderate,2019-01-05,1,2018-19
MT,2,Minimal,2019-01-05,1,2018-19
OK,10,High,2019-01-05,1,2018-19
RI,4,Low,2019-01-05,1,2018-19
IL,6,Moderate,2019-01-05,1,2018-19
CA,6,Moderate,2019-01-05,1,2018-19
AZ,7,Moderate,2019-01-05,1,2018-19
TX,8,High,2019-01-05,1,2018-19
PA,7,Moderate,2019-01-05,1,2018-19
IN,7,Moderate,2019-01-05,1,2018-19
WY,3,Minimal,2019-01-05,1,2018-19
HI,2,Minimal,2019-01-05,1,2018-19
NV,5,Low,2019-01-05,1,2018-19
ID,2,Minimal,2019-01-05,1,2018-19
CT,7,Moderate,2019-01-05,1,2018-19
LA,9,High,2019-01-05,1,2018-19
NH,1,Minimal,2019-01-05,1,2018-19
OH,1,Minimal,2019-01-05,1,2018-19
MS,6,Moderate,2019-01-05,1,2018-19
NH,8,High,2019-01-12,2,2018-19
PA,5,Low,2019-01-12,2,2018-19
VT,7,Moderate,2019-01-12,2,2018-19
TN,1,Minimal,2019-01-12,2,2018-19
OR,3,Minimal,2019-01-12,2,2018-19
TX,7,Moderate,2019-01-12,2,2018-19
OK,9,High,2019-01-12,2,2018-19
NC,5,Low,2019-01-12,2,2018-19
NJ,10,High,2019-01-12,2,2018-19
SD,1,Minimal,2019-01-12,2,2018-19
UT,7,Moderate,2019-01-12,2,2018-19
NM,10,High,2019-01-12,2,2018-19
WV,3,Minimal,2019-01-12,2,2018-19
NV,6,Moderate,2019-01-12,2,2018-19
ND,1,Minimal,2019-01-12,2,2018-19
RI,7,Moderate,2019-01-12,2,2018-19
WA,2,Minimal,2019-01-12,2,2018-19
OH,1,Minimal,2019-01-12,2,2018-19
NY,5,Low,2019-01-12,2,2018-19
SC,7,Moderate,2019-01-12,2,2018-19
VA,7,Moderate,2019-01-12,2,2018-19
PR,2,Minimal,2019-01-12,2,2018-19
WI,4,Low,2019-01-12,2,2018-19
CT,7,Moderate,2019-01-12,2,2018-19
CO,10,High,2019-01-12,2,2018-19
HI,3,Minimal,2019-01-12,2,2018-19
AZ,8,High,2019-01-12,2,2018-19
FL,2,Minimal,2019-01-12,2,2018-19
IN,6,Moderate,2019-01-12,2,2018-19
CA,5,Low,2019-01-12,2,2018-19
NE,10,High,2019-01-12,2,2018-19
MI,2,Minimal,2019-01-12,2,2018-19
WY,3,Minimal,2019-01-12,2,2018-19
MD,4,Low,2019-01-12,2,2018-19
DC,4,Low,2019-01-12,2,2018-19
IL,4,Low,2019-01-12,2,2018-19
AR,2,Minimal,2019-01-12,2,2018-19
MA,6,Moderate,2019-01-12,2,2018-19
AL,7,Moderate,2019-01-12,2,2018-19
MS,5,Low,2019-01-12,2,2018-19
ID,3,Minimal,2019-01-12,2,2018-19
MT,2,Minimal,2019-01-12,2,2018-19
DE,1,Minimal,2019-01-12,2,2018-19
ME,3,Minimal,2019-01-12,2,2018-19
IA,2,Minimal,2019-01-12,2,2018-19
GA,8,High,2019-01-12,2,2018-19
KS,6,Moderate,2019-01-12,2,2018-19
MO,3,Minimal,2019-01-12,2,2018-19
LA,7,Moderate,2019-01-12,2,2018-19
AK,1,Minimal,2019-01-12,2,2018-19
KY,9,High,2019-01-12,2,2018-19
MN,10,High,2019-01-12,2,2018-19
IA,4,Low,2019-01-19,3,2018-19
IL,4,Low,2019-01-19,3,2018-19
MD,9,High,2019-01-19,3,2018-19
CA,4,Low,2019-01-19,3,2018-19
TN,2,Minimal,2019-01-19,3,2018-19
AL,10,High,2019-01-19,3,2018-19
NC,6,Moderate,2019-01-19,3,2018-19
WY,5,Low,2019-01-19,3,2018-19
VA,8,High,2019-01-19,3,2018-19
AR,5,Low,2019-01-19,3,2018-19
NH,7,Moderate,2019-01-19,3,2018-19
WV,5,Low,2019-01-19,3,2018-19
ID,4,Low,2019-01-19,3,2018-19
KS,8,High,2019-01-19,3,2018-19
OK,10,High,2019-01-19,3,2018-19
UT,7,Moderate,2019-01-19,3,2018-19
KY,10,High,2019-01-19,3,2018-19
ND,3,Minimal,2019-01-19,3,2018-19
DE,1,Minimal,2019-01-19,3,2018-19
MT,2,Minimal,2019-01-19,3,2018-19
AK,4,Low,2019-01-19,3,2018-19
PA,5,Low,2019-01-19,3,2018-19
TX,10,High,2019-01-19,3,2018-19
CO,9,High,2019-01-19,3,2018-19
MO,4,Low,2019-01-19,3,2018-19
OH,1,Minimal,2019-01-19,3,2018-19
ME,3,Minimal,2019-01-19,3,2018-19
IN,9,High,2019-01-19,3,2018-19
VT,7,Moderate,2019-01-19,3,2018-19
LA,8,High,2019-01-19,3,2018-19
PR,6,Moderate,2019-01-19,3,2018-19
OR,4,Low,2019-01-19,3,2018-19
NJ,10,High,2019-01-19,3,2018-19
DC,4,Low,2019-01-19,3,2018-19
FL,3,Minimal,2019-01-19,3,2018-19
CT,8,High,2019-01-19,3,2018-19
NY,7,Moderate,2019-01-19,3,2018-19
SC,9,High,2019-01-19,3,2018-19
AZ,6,Moderate,2019-01-19,3,2018-19
WI,4,Low,2019-01-19,3,2018-19
WA,3,Minimal,2019-01-19,3,2018-19
MN,6,Moderate,2019-01-19,3,2018-19
SD,3,Minimal,2019-01-19,3,2018-19
RI,9,High,2019-01-19,3,2018-19
GA,8,High,2019-01-19,3,2018-19
HI,1,Minimal,2019-01-19,3,2018-19
MI,3,Minimal,2019-01-19,3,2018-19
NV,5,Low,2019-01-19,3,2018-19
MS,6,Moderate,2019-01-19,3,2018-19
NE,10,High,2019-01-19,3,2018-19
MA,7,Moderate,2019-01-19,3,2018-19
NM,10,High,2019-01-19,3,2018-19
ME,5,Low,2019-01-26,4,2018-19
WA,4,Low,2019-01-26,4,2018-19
OH,2,Minimal,2019-01-26,4,2018-19
MT,3,Minimal,2019-01-26,4,2018-19
AZ,7,Moderate,2019-01-26,4,2018-19
CO,9,High,2019-01-26,4,2018-19
MI,3,Minimal,2019-01-26,4,2018-19
HI,5,Low,2019-01-26,4,2018-19
WY,7,Moderate,2019-01-26,4,2018-19
DE,1,Minimal,2019-01-26,4,2018-19
NJ,10,High,2019-01-26,4,2018-19
PA,7,Moderate,2019-01-26,4,2018-19
IN,8,High,2019-01-26,4,2018-19
AK,10,High,2019-01-26,4,2018-19
FL,4,Low,2019-01-26,4,2018-19
NV,5,Low,2019-01-26,4,2018-19
WI,4,Low,2019-01-26,4,2018-19
NM,10,High,2019-01-26,4,2018-19
KS,7,Moderate,2019-01-26,4,2018-19
GA,9,High,2019-01-26,4,2018-19
MN,8,High,2019-01-26,4,2018-19
OK,10,High,2019-01-26,4,2018-19
NH,5,Low,2019-01-26,4,2018-19
WV,7,Moderate,2019-01-26,4,2018-19
UT,9,High,2019-01-26,4,2018-19
KY,10,High,2019-01-26,4,2018-19
OR,4,Low,2019-01-26,4,2018-19
LA,10,High,2019-01-26,4,2018-19
MO,5,Low,2019-01-26,4,2018-19
SC,10,High,2019-01-26,4,2018-19
SD,4,Low,2019-01-26,4,2018-19
PR,6,Moderate,2019-01-26,4,2018-19
IA,4,Low,2019-01-26,4,2018-19
TX,10,High,2019-01-26,4,2018-19
DC,4,Low,2019-01-26,4,2018-19
TN,6,Moderate,2019-01-26,4,2018-19
MD,7,Moderate,2019-01-26,4,2018-19
CA,4,Low,2019-01-26,4,2018-19
IL,4,Low,2019-01-26,4,2018-19
NC,9,High,2019-01-26,4,2018-19
VA,10,High,2019-01-26,4,2018-19
RI,10,High,2019-01-26,4,2018-19
CT,8,High,2019-01-26,4,2018-19
NY,8,High,2019-01-26,4,2018-19
ND,2,Minimal,2019-01-26,4,2018-19
AR,10,High,2019-01-26,4,2018-19
VT,9,High,2019-01-26,4,2018-19
NE,10,High,2019-01-26,4,2018-19
AL,10,High,2019-01-26,4,2018-19
ID,5,Low,2019-01-26,4,2018-19
MS,10,High,2019-01-26,4,2018-19
MA,7,Moderate,2019-01-26,4,2018-19
FL,5,Low,2019-02-02,5,2018-19
MA,7,Moderate,2019-02-02,5,2018-19
LA,10,High,2019-02-02,5,2018-19
IA,5,Low,2019-02-02,5,2018-19
RI,10,High,2019-02-02,5,2018-19
WI,4,Low,2019-02-02,5,2018-19
KS,8,High,2019-02-02,5,2018-19
ID,5,Low,2019-02-02,5,2018-19
NC,10,High,2019-02-02,5,2018-19
GA,10,High,2019-02-02,5,2018-19
DC,5,Low,2019-02-02,5,2018-19
TX,10,High,2019-02-02,5,2018-19
MO,10,High,2019-02-02,5,2018-19
SC,10,High,2019-02-02,5,2018-19
UT,10,High,2019-02-02,5,2018-19
KY,10,High,2019-02-02,5,2018-19
OR,5,Low,2019-02-02,5,2018-19
NM,10,High,2019-02-02,5,2018-19
MN,7,Moderate,2019-02-02,5,2018-19
AL,10,High,2019-02-02,5,2018-19
NH,4,Low,2019-02-02,5,2018-19
AR,10,High,2019-02-02,5,2018-19
CT,9,High,2019-02-02,5,2018-19
MS,10,High,2019-02-02,5,2018-19
WY,8,High,2019-02-02,5,2018-19
OK,10,High,2019-02-02,5,2018-19
NV,4,Low,2019-02-02,5,2018-19
PA,7,Moderate,2019-02-02,5,2018-19
HI,6,Moderate,2019-02-02,5,2018-19
IL,6,Moderate,2019-02-02,5,2018-19
ME,5,Low,2019-02-02,5,2018-19
VT,9,High,2019-02-02,5,2018-19
DE,3,Minimal,2019-02-02,5,2018-19
NY,8,High,2019-02-02,5,2018-19
IN,9,High,2019-02-02,5,2018-19
ND,6,Moderate,2019-02-02,5,2018-19
CA,5,Low,2019-02-02,5,2018-19
WA,5,Low,2019-02-02,5,2018-19
MD,5,Low,2019-02-02,5,2018-19
AK,10,High,2019-02-02,5,2018-19
CO,10,High,2019-02-02,5,2018-19
PR,7,Moderate,2019-02-02,5,2018-19
NE,10,High,2019-02-02,5,2018-19
MT,4,Low,2019-02-02,5,2018-19
VA,10,High,2019-02-02,5,2018-19
SD,5,Low,2019-02-02,5,2018-19
WV,10,High,2019-02-02,5,2018-19
OH,2,Minimal,2019-02-02,5,2018-19
MI,2,Minimal,2019-02-02,5,2018-19
NJ,10,High,2019-02-02,5,2018-19
AZ,7,Moderate,2019-02-02,5,2018-19
TN,9,High,2019-02-02,5,2018-19
ND,4,Low,2019-02-09,6,2018-19
AK,10,High,2019-02-09,6,2018-19
MI,2,Minimal,2019-02-09,6,2018-19
OK,10,High,2019-02-09,6,2018-19
NJ,10,High,2019-02-09,6,2018-19
MS,10,High,2019-02-09,6,2018-19
VT,6,Moderate,2019-02-09,6,2018-19
MD,9,High,2019-02-09,6,2018-19
ME,6,Moderate,2019-02-09,6,2018-19
OH,3,Minimal,2019-02-09,6,2018-19
LA,10,High,2019-02-09,6,2018-19
NC,10,High,2019-02-09,6,2018-19
VA,10,High,2019-02-09,6,2018-19
CO,10,High,2019-02-09,6,2018-19
WA,5,Low,2019-02-09,6,2018-19
GA,10,High,2019-02-09,6,2018-19
MO,10,High,2019-02-09,6,2018-19
UT,10,High,2019-02-09,6,2018-19
NY,9,High,2019-02-09,6,2018-19
KY,10,High,2019-02-09,6,2018-19
AZ,6,Moderate,2019-02-09,6,2018-19
MA,8,High,2019-02-09,6,2018-19
AR,10,High,2019-02-09,6,2018-19
NM,10,High,2019-02-09,6,2018-19
CA,5,Low,2019-02-09,6,2018-19
MN,6,Moderate,2019-02-09,6,2018-19
IN,9,High,2019-02-09,6,2018-19
FL,6,Moderate,2019-02-09,6,2018-19
NE,10,High,2019-02-09,6,2018-19
WV,9,High,2019-02-09,6,2018-19
WY,10,High,2019-02-09,6,2018-19
WI,3,Minimal,2019-02-09,6,2018-19
TX,10,High,2019-02-09,6,2018-19
OR,6,Moderate,2019-02-09,6,2018-19
DE,5,Low,2019-02-09,6,2018-19
PR,7,Moderate,2019-02-09,6,2018-19
IL,4,Low,2019-02-09,6,2018-19
SD,4,Low,2019-02-09,6,2018-19
HI,5,Low,2019-02-09,6,2018-19
MT,7,Moderate,2019-02-09,6,2018-19
NH,4,Low,2019-02-09,6,2018-19
KS,9,High,2019-02-09,6,2018-19
AL,10,High,2019-02-09,6,2018-19
TN,10,High,2019-02-09,6,2018-19
RI,10,High,2019-02-09,6,2018-19
SC,10,High,2019-02-09,6,2018-19
ID,9,High,2019-02-09,6,2018-19
NV,5,Low,2019-02-09,6,2018-19
IA,4,Low,2019-02-09,6,2018-19
